theta,registry,side,kind,grid_s,gross_bp,net_real_bp,peak_fav_bp,t_peak_c,giveback_bp,max_adv_bp,dur_c,frac_peak,clmx60_pk,er600_pk,slean_pk,hod_pk,slmax,t_slmax_c,slmax60,r8_a05x0_trig,r8_a05x0_t_c,r8_a05x0_gx,r8_a10x0_trig,r8_a10x0_t_c,r8_a10x0_gx,r8_a20x0_trig,r8_a20x0_t_c,r8_a20x0_gx,r8_a10xm10_trig,r8_a10xm10_t_c,r8_a10xm10_gx,dive_depth,lag_bp,hod_entry,entry_idx
80.0,1,-1,confirm,1.0,66.67,50.67,107.43,3102,40.76,23.06,3436,0.903,1.139,0.142,0.2676,2,0.4811,2524,0.8196,1,3234,83.34,1,3234,83.34,1,3234,83.34,1,3410,73.06,0.8859,41.84,1,178718
80.0,1,1,confirm,1.0,-68.81,-84.81,11.77,126,80.58,68.81,1792,0.07,0.848,0.064,0.1089,2,0.1612,270,0.6351,1,415,-26.81,1,415,-26.81,0,-1,,1,453,-44.44,0.0987,41.2,2,182154
80.0,1,-1,fallback,1.0,-24.13,-40.13,17.03,359,41.16,24.13,648,0.554,0.937,0.088,0.4161,3,0.4607,357,0.8607,0,-1,,0,-1,,0,-1,,0,-1,,0.5942,80.49,3,183946
80.0,1,1,confirm,1.0,6.39,-9.61,46.65,939,40.26,9.9,1510,0.622,2.417,0.168,0.2956,3,0.301,1254,0.8811,0,-1,,0,-1,,0,-1,,0,-1,,0.6807,41.23,3,184594
80.0,1,-1,confirm,1.0,-58.9,-74.9,22.99,1346,81.89,58.9,2642,0.509,2.082,0.131,0.1396,4,0.3361,1445,0.8669,1,117,5.66,1,1308,8.79,1,1958,-34.17,1,1996,-39.03,0.467,40.07,3,186104
80.0,1,1,fallback,1.0,-3.0,-19.0,37.36,253,40.36,3.0,1229,0.206,0.353,0.251,0.4891,4,0.4922,259,0.7653,1,652,22.23,1,652,22.23,1,652,22.23,1,743,17.63,0.7703,82.08,4,188746
80.0,1,-1,confirm,1.0,-81.83,-97.83,22.18,155,104.01,81.83,763,0.203,0.717,0.195,0.3871,4,0.3871,155,0.8214,1,273,-20.32,1,273,-20.32,1,273,-20.32,1,497,-42.23,0.4005,40.21,4,189975
80.0,1,1,fallback,1.0,-11.25,-27.25,29.38,69,40.63,11.25,260,0.265,2.402,0.303,0.3736,5,0.4694,2,0.8946,0,-1,,0,-1,,0,-1,,0,-1,,0.5455,104.24,4,190738
80.0,1,-1,confirm,1.0,86.39,70.39,126.79,2655,40.4,20.4,2909,0.913,1.502,0.161,0.2822,5,0.3988,2281,0.8761,1,663,7.88,1,663,7.88,0,-1,,1,680,6.47,0.3238,40.51,5,190998
80.0,1,1,confirm,1.0,-70.29,-86.29,13.99,36,84.28,70.29,371,0.097,0.497,0.007,-0.1747,5,-0.054,343,0.6295,0,-1,,0,-1,,0,-1,,0,-1,,0.618,40.92,5,193907
80.0,1,-1,fallback,1.0,-1.72,-17.72,38.53,186,40.25,9.93,229,0.812,1.65,0.166,0.3923,6,0.4029,77,0.78,0,-1,,0,-1,,0,-1,,0,-1,,0.609,84.17,5,194278
80.0,1,1,confirm,1.0,-15.81,-31.81,29.43,403,45.24,67.53,647,0.623,0.389,0.023,-0.1041,6,0.0112,557,0.652,0,-1,,0,-1,,0,-1,,0,-1,,0.2601,40.41,6,194507
80.0,1,-1,confirm,1.0,130.42,114.42,173.42,632,43.0,2.31,650,0.972,1.856,0.147,0.378,6,0.3815,569,0.7778,1,73,23.2,0,-1,,0,-1,,0,-1,,0.3819,45.11,6,195154
80.0,1,1,confirm,1.0,33.79,17.79,74.3,617,40.51,64.03,678,0.91,0.996,0.055,-0.0843,6,-0.0362,666,0.4537,0,-1,,0,-1,,0,-1,,0,-1,,0.3961,43.76,6,195804
80.0,1,-1,confirm,1.0,-69.65,-85.65,11.92,28,81.57,69.65,584,0.048,0.917,0.017,0.1042,6,0.1648,330,0.5744,0,-1,,0,-1,,0,-1,,0,-1,,0.2389,40.21,6,196482
80.0,1,1,fallback,1.0,-38.73,-54.73,4.26,37,42.99,38.73,115,0.322,1.381,0.105,0.0144,6,0.0489,112,0.4075,0,-1,,0,-1,,0,-1,,0,-1,,0.4794,81.67,6,197066
80.0,1,-1,confirm,1.0,44.57,28.57,84.37,1262,39.8,26.57,1331,0.948,1.229,0.127,0.2378,7,0.253,1216,0.6625,0,-1,,0,-1,,0,-1,,0,-1,,0.3293,42.97,6,197181
80.0,1,1,confirm,1.0,195.02,179.02,236.66,3088,41.64,45.67,3388,0.911,1.599,0.087,0.2044,8,0.2658,1520,0.5894,1,693,0.89,0,-1,,0,-1,,0,-1,,0.181,40.14,7,198512
80.0,1,-1,confirm,1.0,1.95,-14.05,44.21,781,42.25,18.59,1364,0.573,1.113,0.122,-0.0958,8,0.1177,333,0.6875,1,553,14.88,1,553,14.88,0,-1,,1,766,37.3,0.4017,40.68,8,201900
80.0,1,1,confirm,1.0,-70.68,-86.68,12.38,257,83.05,70.68,1528,0.168,1.093,0.078,0.0466,8,0.3282,1250,0.9487,1,270,0.04,1,270,0.04,1,270,0.04,1,391,-20.75,0.0336,42.44,8,203264
80.0,1,-1,fallback,1.0,-22.5,-38.5,18.77,123,41.27,22.5,435,0.283,2.252,0.167,0.3,8,0.3108,122,0.6806,0,-1,,0,-1,,0,-1,,0,-1,,0.3332,82.95,8,204792
80.0,1,1,confirm,1.0,72.2,56.2,113.05,881,40.85,12.36,957,0.921,3.875,0.264,0.398,9,0.4096,879,0.7884,1,710,22.52,0,-1,,0,-1,,0,-1,,0.5872,41.34,9,205227
80.0,1,-1,confirm,1.0,57.82,41.82,98.89,5009,41.07,27.93,5290,0.947,0.465,0.148,0.1629,10,0.3969,1696,0.8782,1,843,-12.54,1,843,-12.54,1,2141,2.57,1,2827,20.97,0.5379,40.39,9,206184
80.0,1,1,confirm,1.0,-67.18,-83.18,12.44,16,79.62,67.18,3372,0.005,1.864,0.106,-0.0215,10,0.2701,448,0.9317,1,205,-4.06,1,872,-13.05,1,872,-13.05,1,914,-14.97,0.3476,41.48,10,211474
80.0,1,-1,confirm,1.0,50.35,34.35,90.79,1438,40.44,7.24,1542,0.933,0.975,0.131,0.21,12,0.2631,302,0.7749,1,891,29.99,1,891,29.99,1,891,29.99,1,895,23.64,0.6922,79.52,11,214846
80.0,1,1,confirm,1.0,48.51,32.51,90.17,1070,41.65,-0.0,1301,0.822,0.835,0.106,-0.1972,12,0.3238,796,0.7845,1,860,64.67,1,860,64.67,1,860,64.67,1,861,64.67,0.2431,40.81,12,216388
80.0,1,-1,confirm,1.0,50.6,34.6,92.93,497,42.32,30.26,542,0.917,0.718,0.133,0.3697,12,0.3926,503,0.7363,1,161,11.9,1,161,11.9,1,161,11.9,0,-1,,0.6008,41.28,12,217689
80.0,1,1,confirm,1.0,5.61,-10.39,46.33,1702,40.72,6.8,2304,0.739,2.924,0.08,0.0037,13,0.2406,590,0.7562,1,1087,2.7,1,1087,2.7,1,1087,2.7,1,1515,26.36,0.6672,42.72,12,218231
80.0,1,-1,confirm,1.0,158.92,142.92,198.8,2762,39.89,65.35,2802,0.986,0.911,0.097,0.3781,14,0.4519,2463,0.8218,1,1043,-37.11,1,1043,-37.11,0,-1,,0,-1,,0.2967,40.53,13,220535
80.0,1,1,confirm,1.0,-69.43,-85.43,10.76,26,80.18,69.43,254,0.102,0.621,0.032,-0.3818,14,-0.3679,0,0.0633,0,-1,,0,-1,,0,-1,,0,-1,,0.3165,40.69,14,223337
80.0,1,-1,fallback,1.0,-32.57,-48.57,8.44,3,41.0,32.57,37,0.081,1.906,0.091,0.4541,14,0.4631,2,0.6686,0,-1,,0,-1,,0,-1,,0,-1,,0.0633,80.1,14,223591
80.0,1,1,confirm,1.0,43.16,27.16,84.08,147,40.92,1.65,227,0.648,0.803,0.07,-0.1971,14,-0.1845,165,0.3617,0,-1,,0,-1,,0,-1,,0,-1,,0.6506,41.04,14,223628
80.0,1,-1,confirm,1.0,10.51,-5.49,51.51,91,41.0,0.0,160,0.569,0.506,0.035,0.2551,14,0.2586,82,0.5946,0,-1,,0,-1,,0,-1,,0,-1,,0.2817,40.57,14,223855
80.0,1,1,confirm,1.0,-56.43,-72.43,25.06,171,81.49,56.43,654,0.261,0.485,0.079,-0.1686,14,-0.0347,191,0.4376,0,-1,,0,-1,,0,-1,,0,-1,,0.4904,41.21,14,224015
80.0,1,-1,fallback,1.0,-3.58,-19.58,37.87,465,41.45,3.58,573,0.812,0.605,0.109,0.2907,14,0.3267,339,0.5915,0,-1,,0,-1,,0,-1,,0,-1,,0.2066,81.28,14,224669
80.0,1,1,confirm,1.0,58.39,42.39,99.03,233,40.65,6.94,282,0.826,1.448,0.128,-0.038,14,-0.0161,180,0.4182,0,-1,,0,-1,,0,-1,,0,-1,,0.375,41.6,14,225242
80.0,1,-1,confirm,1.0,8.16,-7.84,51.0,1003,42.84,30.89,1137,0.882,1.55,0.075,0.1372,14,0.193,473,0.6925,1,153,4.23,0,-1,,0,-1,,0,-1,,0.3841,40.25,14,225524
80.0,1,1,confirm,1.0,-56.17,-72.17,23.65,327,79.81,56.17,936,0.349,1.736,0.029,0.0337,15,0.0433,466,0.5594,0,-1,,0,-1,,0,-1,,0,-1,,0.4715,43.06,14,226661
80.0,1,-1,confirm,1.0,-35.86,-51.86,5.62,167,41.47,35.86,262,0.637,1.564,0.081,0.1694,15,0.2349,5,0.4736,0,-1,,0,-1,,0,-1,,0,-1,,0.3196,79.62,15,227597
80.0,1,1,confirm,1.0,18.58,2.58,59.24,523,40.66,17.46,613,0.853,1.194,0.128,0.12,15,0.12,523,0.6311,1,600,28.78,1,600,28.78,0,-1,,0,-1,,0.4046,41.49,15,227859
80.0,1,-1,confirm,1.0,96.47,80.47,136.32,831,39.85,2.94,874,0.951,5.952,0.175,0.5989,15,0.6134,819,0.8401,0,-1,,0,-1,,0,-1,,0,-1,,0.3994,40.42,15,228472
80.0,1,1,confirm,1.0,16.14,0.14,56.98,447,40.84,13.38,1061,0.421,0.629,0.097,-0.4445,15,0.1588,565,0.6489,1,1010,21.96,1,1010,21.96,0,-1,,1,1047,28.29,0.7917,40.4,15,229346
80.0,1,-1,confirm,1.0,57.63,41.63,99.69,723,42.06,19.9,741,0.976,2.117,0.09,0.3883,16,0.391,728,0.8047,1,26,10.51,1,26,10.51,0,-1,,1,430,-19.9,0.3496,40.6,16,230407
80.0,1,1,confirm,1.0,131.58,115.58,172.45,127,40.87,-0.0,154,0.825,1.237,0.106,-0.201,16,-0.1946,141,0.4147,0,-1,,0,-1,,0,-1,,0,-1,,0.2866,42.48,16,231148
80.0,1,-1,confirm,1.0,-75.7,-91.7,14.39,139,90.09,75.7,379,0.367,0.482,0.028,0.2105,16,0.2118,145,0.3143,1,357,-30.68,1,357,-30.68,1,357,-30.68,0,-1,,0.0773,40.17,16,231302
80.0,1,1,fallback,1.0,0.33,-15.67,40.96,85,40.63,-0.0,122,0.697,0.768,0.11,0.1209,16,0.1502,55,0.4684,0,-1,,0,-1,,0,-1,,0,-1,,0.2021,90.22,16,231681
80.0,1,-1,confirm,1.0,54.16,38.16,94.71,642,40.56,0.0,854,0.752,0.975,0.083,0.1123,16,0.127,684,0.5893,0,-1,,0,-1,,0,-1,,0,-1,,0.2868,40.47,16,231803
80.0,1,1,confirm,1.0,49.21,33.21,89.94,1391,40.73,35.2,1483,0.938,1.314,0.054,0.0236,17,0.2691,1050,0.7578,1,1380,85.65,1,1380,85.65,1,1380,85.65,0,-1,,0.5893,40.94,16,232657
80.0,1,-1,confirm,1.0,57.88,41.88,98.03,1625,40.15,28.6,2252,0.722,0.556,0.05,-0.0305,17,0.3953,1116,0.7897,1,1530,88.89,1,1530,88.89,1,1530,88.89,1,2040,68.98,0.1567,40.37,17,234140
80.0,1,1,confirm,1.0,-41.83,-57.83,38.52,61,80.35,41.83,2095,0.029,2.704,0.137,0.2165,17,0.2367,59,0.806,1,635,-27.59,1,635,-27.59,1,635,-27.59,1,856,-18.91,0.5579,40.55,17,236392
80.0,1,-1,fallback,1.0,71.37,55.37,111.64,1378,40.27,2.11,1471,0.937,3.604,0.073,0.1991,18,0.2186,1360,0.8746,0,-1,,0,-1,,0,-1,,0,-1,,0.4498,80.04,18,238487
80.0,1,1,confirm,1.0,-65.32,-81.32,19.64,70,84.95,65.32,279,0.251,0.602,0.043,-0.0922,18,-0.0557,96,0.3961,0,-1,,0,-1,,0,-1,,0,-1,,0.4958,40.72,18,239958
80.0,1,-1,fallback,1.0,-19.41,-35.41,22.94,11,42.35,19.41,45,0.244,2.697,0.132,0.2641,18,0.2641,11,0.6029,0,-1,,0,-1,,0,-1,,0,-1,,0.0797,84.79,18,240237
80.0,1,1,confirm,1.0,-77.44,-93.44,4.81,18,82.26,77.44,456,0.039,2.598,0.059,-0.2399,18,-0.1816,185,0.4399,0,-1,,0,-1,,0,-1,,0,-1,,0.5793,42.45,18,240282
80.0,1,-1,fallback,1.0,10.5,-5.5,56.48,182,45.99,1.56,211,0.863,1.477,0.123,0.2739,18,0.3335,2,0.5511,0,-1,,0,-1,,0,-1,,0,-1,,0.358,82.22,18,240738
80.0,1,1,confirm,1.0,-2.1,-18.1,39.63,68,41.73,9.58,168,0.405,0.796,0.017,-0.2302,18,-0.2091,141,0.4444,0,-1,,0,-1,,0,-1,,0,-1,,0.5381,46.25,18,240949
80.0,1,-1,confirm,1.0,-0.99,-16.99,40.05,175,41.04,11.44,212,0.825,0.567,0.066,0.1996,19,0.2322,125,0.4293,0,-1,,0,-1,,0,-1,,0,-1,,0.0864,41.57,18,241117
80.0,1,1,confirm,1.0,34.02,18.02,77.74,1668,43.72,44.73,1772,0.941,0.952,0.148,0.0533,19,0.085,1758,0.6513,0,-1,,0,-1,,0,-1,,0,-1,,0.0791,41.21,19,241329
80.0,1,-1,confirm,1.0,-60.05,-76.05,20.69,55,80.75,60.05,886,0.062,1.218,0.006,-0.0026,19,0.0854,623,0.7316,1,300,-19.12,0,-1,,0,-1,,0,-1,,0.0916,43.38,19,243101
80.0,1,1,fallback,1.0,39.69,23.69,80.4,108,40.71,6.68,213,0.507,2.174,0.151,0.108,19,0.2131,23,0.6201,0,-1,,0,-1,,0,-1,,0,-1,,0.2749,80.91,19,243987
80.0,1,-1,confirm,1.0,2.88,-13.12,44.18,959,41.3,42.09,1005,0.954,0.717,0.062,0.1183,20,0.1868,440,0.6344,0,-1,,0,-1,,0,-1,,0,-1,,0.1502,40.38,19,244200
80.0,1,1,confirm,1.0,85.62,69.62,127.82,173,42.2,5.43,285,0.607,4.38,0.1,0.1327,20,0.149,189,0.5485,0,-1,,0,-1,,0,-1,,0,-1,,0.3484,41.48,20,245205
80.0,1,-1,confirm,1.0,-80.51,-96.51,0.89,9,81.39,80.51,1195,0.008,0.549,0.054,-0.1135,20,0.1921,854,0.6101,0,-1,,0,-1,,0,-1,,0,-1,,0.3717,41.67,20,245490
80.0,1,1,fallback,1.0,-30.81,-46.81,9.36,23,40.17,30.81,178,0.129,1.659,0.075,0.0037,20,0.1233,177,0.6535,0,-1,,0,-1,,0,-1,,0,-1,,0.2812,81.4,20,246685
80.0,1,-1,confirm,1.0,-76.77,-92.77,5.09,6,81.86,76.77,938,0.006,0.528,0.028,-0.1033,20,0.0863,760,0.6045,1,935,-73.86,0,-1,,0,-1,,0,-1,,0.5479,40.14,20,246863
80.0,1,1,fallback,1.0,5.72,-10.28,46.49,47,40.77,7.4,234,0.201,4.657,0.187,0.1342,20,0.1905,41,0.5815,0,-1,,0,-1,,0,-1,,0,-1,,0.2775,81.9,20,247801
80.0,1,-1,confirm,1.0,-80.04,-96.04,1.56,45,81.6,80.04,1287,0.035,0.699,0.048,-0.0879,20,0.0587,1273,0.769,0,-1,,0,-1,,0,-1,,0,-1,,0.3361,40.58,20,248035
80.0,1,1,fallback,1.0,-41.04,-57.04,0.0,0,41.04,41.04,81,0.0,1.276,0.025,-0.0053,21,0.0288,73,0.3689,0,-1,,0,-1,,0,-1,,0,-1,,0.0402,81.61,21,249322
80.0,1,-1,confirm,1.0,6.4,-9.6,48.05,841,41.65,18.53,1196,0.703,1.468,0.149,0.2502,21,0.2872,725,0.7586,1,1181,17.03,1,1181,17.03,1,1181,17.03,0,-1,,0.2223,41.04,21,249403
80.0,1,1,confirm,1.0,-42.53,-58.53,37.96,455,80.49,42.53,1647,0.276,0.615,0.247,0.2235,21,0.2478,561,0.7796,1,786,17.07,1,786,17.07,1,786,17.07,1,1122,6.8,0.2518,41.85,21,250599
80.0,1,-1,fallback,1.0,-5.6,-21.6,34.43,151,40.02,7.22,730,0.207,3.245,0.246,0.3275,22,0.3839,182,0.7124,1,717,-2.87,1,717,-2.87,1,717,-2.87,0,-1,,0.2918,80.18,22,252246
80.0,1,1,confirm,1.0,20.67,4.67,63.76,1603,43.09,11.67,1760,0.911,1.519,0.088,0.5263,22,0.5276,1604,0.8594,1,590,14.88,1,590,14.88,1,590,14.88,1,674,10.73,0.3938,40.16,22,252976
80.0,1,-1,confirm,1.0,136.21,120.21,176.46,2902,40.25,58.58,2996,0.969,2.16,0.233,0.3186,23,0.4822,1811,0.9111,1,678,-34.35,1,678,-34.35,1,678,-34.35,0,-1,,0.6481,42.82,22,254736
80.0,1,1,confirm,1.0,83.71,67.71,125.75,2492,42.03,19.74,2651,0.94,0.924,0.15,0.2963,0,0.4262,2395,0.8883,1,536,2.56,1,536,2.56,0,-1,,1,608,-10.85,0.5667,40.97,23,257732
80.0,1,-1,confirm,1.0,7.82,-8.18,48.74,3718,40.92,23.72,4128,0.901,1.985,0.199,0.1825,1,0.4986,3219,0.8843,1,92,-8.71,1,759,-10.07,1,759,-10.07,1,816,-14.62,0.2328,41.51,0,260383
80.0,1,1,confirm,1.0,-66.76,-82.76,12.71,343,79.47,66.76,2925,0.117,1.546,0.244,0.3403,1,0.3459,401,0.8255,1,639,-20.7,1,639,-20.7,1,639,-20.7,1,936,-30.54,0.4838,41.12,1,264511
80.0,1,-1,confirm,1.0,-19.73,-35.73,23.02,155,42.75,19.73,381,0.407,2.107,0.179,0.2146,2,0.309,188,0.7679,0,-1,,0,-1,,0,-1,,0,-1,,0.5617,79.37,2,267436
80.0,1,1,confirm,1.0,-2.0,-18.0,39.06,1678,41.05,26.04,2090,0.803,1.194,0.164,0.4543,2,0.4639,1663,0.8491,1,1042,2.3,0,-1,,0,-1,,0,-1,,0.008,42.85,2,267817
80.0,1,-1,confirm,1.0,23.12,7.12,65.98,2214,42.86,8.56,3170,0.698,1.134,0.138,0.1591,3,0.3015,222,0.8254,1,1021,2.64,1,1021,2.64,1,1021,2.64,1,1060,3.8,0.6381,40.89,2,269907
80.0,1,1,confirm,1.0,-67.28,-83.28,13.33,697,80.61,67.28,1074,0.649,1.422,0.154,0.1506,4,0.1682,672,0.7843,1,229,-18.16,1,229,-18.16,0,-1,,1,845,-31.75,0.0061,43.15,3,273077
80.0,1,-1,fallback,1.0,11.63,-4.37,58.14,381,46.51,13.5,419,0.909,1.267,0.192,0.4551,4,0.5157,309,0.6951,0,-1,,0,-1,,0,-1,,0,-1,,0.3824,80.5,4,274151
80.0,1,1,confirm,1.0,-76.33,-92.33,6.33,5,82.66,76.33,689,0.007,1.388,0.057,-0.3372,4,-0.053,185,0.5922,0,-1,,0,-1,,0,-1,,0,-1,,0.1789,46.78,4,274570
80.0,1,-1,fallback,1.0,-45.98,-61.98,-0.0,0,45.98,45.98,23,0.0,1.293,0.106,0.3568,4,0.3568,0,0.6653,0,-1,,0,-1,,0,-1,,0,-1,,0.4142,82.61,4,275259
80.0,1,1,confirm,1.0,-80.31,-96.31,1.88,2,82.19,80.31,345,0.006,2.026,0.04,-0.3139,4,0.0101,215,0.5266,0,-1,,0,-1,,0,-1,,0,-1,,0.6653,45.98,4,275282
80.0,1,-1,fallback,1.0,-18.93,-34.93,23.11,68,42.05,18.93,135,0.504,1.806,0.134,0.1542,4,0.1595,70,0.5554,0,-1,,0,-1,,0,-1,,0,-1,,0.2925,82.18,4,275627
80.0,1,1,confirm,1.0,1.55,-14.45,42.64,770,41.09,39.19,828,0.93,2.264,0.092,0.0479,4,0.1744,744,0.5542,0,-1,,0,-1,,0,-1,,0,-1,,0.544,42.14,4,275762
80.0,1,-1,confirm,1.0,-80.77,-96.77,-0.0,0,80.77,80.77,261,0.0,0.914,0.003,-0.0052,4,0.0034,134,0.8057,0,-1,,0,-1,,0,-1,,0,-1,,0.3991,40.91,4,276590
80.0,1,1,fallback,1.0,-32.98,-48.98,7.62,21,40.6,32.98,192,0.109,1.177,0.128,0.0145,4,0.0459,79,0.5109,0,-1,,0,-1,,0,-1,,0,-1,,0.1806,80.77,4,276851
80.0,1,-1,confirm,1.0,30.31,14.31,70.41,302,40.1,12.49,365,0.827,1.882,0.183,0.2355,5,0.3092,343,0.704,1,64,-3.33,0,-1,,0,-1,,0,-1,,0.4384,40.57,4,277043
80.0,1,1,confirm,1.0,24.39,8.39,65.0,455,40.61,16.7,553,0.823,1.166,0.069,0.0353,5,0.0871,536,0.7939,0,-1,,0,-1,,0,-1,,0,-1,,0.3234,40.38,5,277408
80.0,1,-1,confirm,1.0,-66.42,-82.42,23.0,139,89.42,66.42,542,0.256,0.571,0.01,-0.0378,5,0.0699,484,0.414,1,486,-29.57,0,-1,,0,-1,,0,-1,,0.314,40.35,5,277961
80.0,1,1,fallback,1.0,56.52,40.52,97.9,105,41.38,28.45,203,0.517,2.824,0.194,0.4185,5,0.4201,65,0.7955,0,-1,,0,-1,,0,-1,,0,-1,,0.1179,89.62,5,278503
80.0,1,-1,confirm,1.0,-58.54,-74.54,22.65,584,81.19,58.54,2239,0.261,0.533,0.047,-0.03,5,0.0226,671,0.5276,0,-1,,0,-1,,0,-1,,0,-1,,0.457,40.98,5,278706
80.0,1,1,fallback,1.0,-12.38,-28.38,27.76,141,40.14,12.38,288,0.49,2.168,0.143,0.2485,6,0.3551,95,0.6616,0,-1,,0,-1,,0,-1,,0,-1,,0.1804,81.38,6,280945
80.0,1,-1,confirm,1.0,14.44,-1.56,55.71,2650,41.27,35.56,2761,0.96,1.518,0.158,0.3408,6,0.6545,1703,0.8595,0,-1,,0,-1,,0,-1,,0,-1,,0.0454,40.03,6,281233
80.0,1,1,confirm,1.0,7.02,-8.98,47.47,1332,40.45,35.1,1631,0.817,1.675,0.196,0.3608,7,0.3608,1332,0.9615,1,1042,7.07,1,1042,7.07,1,1042,7.07,0,-1,,0.3986,41.51,6,283994
80.0,1,-1,confirm,1.0,-59.72,-75.72,23.26,470,82.98,59.72,4106,0.114,2.025,0.148,0.3668,7,0.3875,478,0.8,1,1069,9.62,1,1069,9.62,1,1069,9.62,1,1376,-16.23,0.5117,40.26,7,285625
80.0,1,1,fallback,1.0,-17.41,-33.41,24.96,192,42.37,17.41,1861,0.103,1.727,0.184,0.4889,8,0.5511,41,0.939,1,790,-1.16,1,790,-1.16,1,790,-1.16,1,1395,12.82,0.7969,83.17,8,289731
80.0,1,-1,confirm,1.0,123.97,107.97,165.4,5514,41.43,13.38,6190,0.891,2.197,0.13,0.3634,10,0.607,5445,0.9114,1,829,-3.32,1,829,-3.32,1,829,-3.32,1,843,-3.58,0.7538,42.26,8,291592
80.0,1,1,confirm,1.0,61.16,45.16,102.32,5542,41.17,20.97,6060,0.915,1.059,0.158,0.148,12,0.4673,4086,0.9688,1,1797,32.4,1,1797,32.4,1,1797,32.4,1,1799,29.87,0.0596,42.13,10,297782
80.0,1,-1,confirm,1.0,-51.36,-67.36,33.22,413,84.58,51.36,1700,0.243,1.796,0.224,0.3384,12,0.4121,128,0.7629,1,1026,12.27,1,1026,12.27,1,1026,12.27,1,1423,-6.12,0.6188,40.75,12,303842
80.0,1,1,fallback,1.0,-37.47,-53.47,2.66,3,40.13,37.47,1429,0.002,3.412,0.257,0.3898,12,0.4067,1306,0.9699,1,460,-24.37,1,460,-24.37,1,460,-24.37,1,569,-31.93,0.7419,84.86,12,305542
80.0,1,-1,confirm,1.0,44.0,28.0,88.31,7373,44.31,19.01,7524,0.98,1.615,0.149,0.2627,15,0.5021,948,0.9288,1,311,-16.72,1,1472,14.35,1,1472,14.35,1,1615,10.85,0.4472,40.12,13,306971
80.0,1,1,confirm,1.0,8.57,-7.43,50.31,2622,41.74,26.02,2940,0.892,1.584,0.265,0.1824,16,0.404,1645,0.9201,1,2069,12.97,1,2069,12.97,1,2069,12.97,1,2110,19.78,0.2891,44.7,15,314495
80.0,1,-1,confirm,1.0,12.85,-3.15,53.37,7655,40.52,24.04,8144,0.94,1.19,0.105,0.4921,18,0.6427,8080,0.9379,1,1582,23.04,1,1582,23.04,1,1582,23.04,1,2177,-24.04,0.7157,41.53,16,317435
80.0,1,1,confirm,1.0,17.72,1.72,59.37,11298,41.65,22.76,11980,0.943,3.312,0.248,0.056,21,0.5817,10591,0.9955,1,788,2.13,1,788,2.13,1,788,2.13,1,788,2.13,0.6348,40.74,18,325579
80.0,1,-1,confirm,1.0,12.33,-3.67,52.41,2688,40.07,19.89,4048,0.664,0.809,0.33,0.4457,22,0.508,2640,0.9105,1,175,-18.4,1,175,-18.4,1,1691,19.32,1,600,-10.34,0.5508,41.4,21,337559
80.0,1,1,confirm,1.0,117.6,101.6,158.27,8728,40.67,21.26,8835,0.988,1.648,0.102,0.3705,1,0.7625,3726,0.9853,1,391,-21.26,1,391,-21.26,1,391,-21.26,1,391,-21.26,0.4117,40.29,22,341607
80.0,1,-1,confirm,1.0,-53.99,-69.99,32.91,3620,86.9,53.99,7132,0.508,2.568,0.299,0.5503,2,0.5503,3620,0.9611,1,2147,-16.29,1,2147,-16.29,1,2147,-16.29,1,2178,-16.4,0.2165,40.04,1,350442
80.0,1,1,fallback,1.0,-31.73,-47.73,9.65,19,41.39,31.73,3071,0.006,3.652,0.307,0.1615,3,0.3316,168,0.9346,1,771,-6.61,1,771,-6.61,1,771,-6.61,1,1075,-22.77,0.7493,87.18,3,357574
80.0,1,-1,confirm,1.0,-77.74,-93.74,6.36,920,84.1,77.74,4041,0.228,1.739,0.116,-0.1343,4,0.3836,0,0.8272,1,564,-15.67,1,564,-15.67,1,564,-15.67,1,600,-13.49,0.451,41.35,4,360645
80.0,1,1,fallback,1.0,-17.23,-33.23,25.24,5,42.47,17.23,155,0.032,4.407,0.234,0.3497,5,0.3497,5,0.6983,0,-1,,0,-1,,0,-1,,0,-1,,0.1465,84.15,5,364686
80.0,1,-1,confirm,1.0,4.27,-11.73,44.21,2623,39.95,7.12,3742,0.701,0.279,0.128,0.0576,6,0.3831,2672,0.8365,1,1255,14.19,1,1255,14.19,1,1255,14.19,1,1273,14.37,0.6983,42.36,5,364841
80.0,1,1,confirm,1.0,20.63,4.63,62.25,832,41.63,11.35,2285,0.364,1.518,0.175,0.0141,6,0.2338,113,0.6041,1,190,-10.77,1,190,-10.77,1,190,-10.77,1,264,-2.31,0.6528,40.12,6,368583
80.0,1,-1,confirm,1.0,-81.43,-97.43,0.15,4,81.58,81.43,5151,0.001,1.483,0.111,0.4051,7,0.6082,2572,0.9287,1,343,-26.03,1,343,-26.03,1,343,-26.03,1,392,-36.98,0.1077,41.37,7,370868
80.0,1,1,fallback,1.0,-15.65,-31.65,26.71,705,42.35,15.65,832,0.847,0.488,0.117,0.7434,8,0.7556,728,0.9804,0,-1,,0,-1,,0,-1,,0,-1,,0.4436,81.58,8,376019
80.0,1,-1,confirm,1.0,-86.87,-102.87,0.21,5,87.08,86.87,447,0.011,0.614,0.113,-0.6218,8,-0.3745,439,0.4655,0,-1,,0,-1,,0,-1,,0,-1,,0.0086,42.24,8,376851
